grad,gpa,app,res
"宁波诺丁汉大学","61","爱丁堡大学
The University of Edinburgh","申请失败"
"南方医科大学","77.4","莱斯特大学
University of Leicester","申请失败"
"深圳职业技术学院","申请时无GPA成绩","诺丁汉特伦特大学
Nottingham Trent University","申请成功"
"广东科技学院","3.43","卡迪夫大学
Cardiff University","申请失败"
"重庆工商大学","3.5","布里斯托大学
University of Bristol","申请失败"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","谢菲尔德大学
The University of Sheffield","申请失败"
"西安大略大学","72.25","雷丁大学
University of Reading","申请成功"
"利物浦大学","73","墨尔本大学
The University of Melbourne","申请成功"
"上海政法学院","3.61","利兹大学
University of Leeds","申请失败"
"大连海事大学","78.14","曼彻斯特大学
The University of Manchester","申请成功"
"新加坡博伟国际教育学院","申请时无均分成绩","利物浦大学
University of Liverpool","申请失败"
"","2.83","兰卡斯特大学
Lancaster University","申请失败"
"中国人民大学","2.73","曼彻斯特大学
The University of Manchester","申请失败"
"山东师范大学附属中学","90","曼尼托巴大学  
University of Manitoba","申请成功"
"中国计量大学","82.8","悉尼大学
The University of Sydney","申请成功"
"南京工程学院","90","墨尔本大学
The University of Melbourne","申请成功"
"班戈大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"普利茅斯大学","申请时无均分成绩","拉夫堡大学
Loughborough University","申请成功"
"北京工商大学嘉华学院","85.4","萨里大学
University of Surrey","申请成功"
"华南理工大学","3.07","利兹大学
University of Leeds","申请成功"
"广州美术学院","3.5","伦敦大学国王学院
King’s College London","申请失败"
"天津财经大学珠江学院","81.19","斯旺西大学
Swansea University","申请成功"
"东安格利亚大学","申请时无海外学生成绩","布里斯托大学
University of Bristol","申请成功"
"澳门科技大学","2.89","利兹大学
University of Leeds","申请成功"
"朴次茅斯大学","申请时无海外学生成绩","雷丁大学
University of Reading","申请成功"
"university College Dublin","申请时无GPA成绩","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请失败"
"厦门大学嘉庚学院","80","曼彻斯特大学
The University of Manchester","申请失败"
"浙江工业大学","83","爱丁堡大学
The University of Edinburgh","申请失败"
"中国政法大学","3.73","伯明翰大学
University of Birmingham","申请成功"
"","87","莫纳什大学
Monash University","申请成功"
"华南理工大学","3.76","巴斯大学
University of Bath","申请成功"
"威尔士三一圣大卫大学","申请时无海外学生成绩","伯明翰大学
University of Birmingham","申请失败"
"索尔福德大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请失败"
"巴斯斯巴大学","2.1","卡迪夫大学
Cardiff University","申请成功"
"Zhejiang University","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"普利茅斯大学","3.52","格拉斯哥大学
University of Glasgow","申请成功"
"赫特福德大学","申请时无海外学生成绩","纽卡斯尔大学
Newcastle University","申请成功"
"青岛大学","82.71","杜伦大学
Durham University","申请成功"
"广西大学","2.77","墨尔本皇家理工大学
RMIT University","申请成功"
"四川美术学院","80.7","伯明翰城市大学
Birmingham City University","申请成功"
"湖南农业大学","80","诺丁汉大学
The University of Nottingham","申请成功"
"中山大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"朴次茅斯大学","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"华盛顿大学博塞尔校区","3.05","利物浦大学
University of Liverpool","申请成功"
"赫尔大学","申请时无均分成绩","约克大学
University of York","申请失败"
"雪城大学","3.233","曼彻斯特大学
The University of Manchester","申请成功"
"中国计量大学","78.33","斯特拉斯克莱德大学
University of Strathclyde","申请成功"
"郑州大学西亚斯国际学院","2.93","诺丁汉大学
The University of Nottingham","申请成功"
"长沙理工大学","3.17","格拉斯哥大学
University of Glasgow","申请成功"
"北京师范大学-香港浸会大学联合国际学院","2.48","纽卡斯尔大学
Newcastle University","申请失败"
"湖北经济学院","80.3","萨塞克斯大学
University of Sussex","申请失败"
"北京师范大学珠海分校","87","谢菲尔德大学
The University of Sheffield","申请成功"
"齐齐哈尔大学","80","利兹大学
University of Leeds","申请成功"
"中国矿业大学","申请时无均分成绩","杜伦大学
Durham University","申请成功"
"暨南大学","3.12","伦敦大学国王学院
King’s College London","申请失败"
"哈尔滨工程大学","82.77","伯明翰大学
University of Birmingham","申请失败"
"宁波大学","3.53","布里斯托大学
University of Bristol","申请失败"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","拉夫堡大学
Loughborough University","申请失败"
"河北经贸大学经济管理学院","83.96","约克大学
University of York","申请成功"
"北京师范大学-香港浸会大学联合国际学院","2.6","谢菲尔德大学
The University of Sheffield","申请成功"
"山东科技大学","3.35","曼彻斯特大学
The University of Manchester","申请成功"
"","申请时无均分成绩","肯特大学
University of Kent","申请失败"
"青岛大学","85.84","利兹大学
University of Leeds","申请失败"
"中南林业科技大学涉外学院","90.04","卡迪夫大学
Cardiff University","申请成功"
"湖南大学","申请时无GPA成绩","爱丁堡大学
The University of Edinburgh","申请成功"
"湖南科技大学","3.05","莫纳什大学
Monash University","申请成功"
"纽卡斯尔大学","57.7","萨里大学
University of Surrey","申请成功"
"华南理工大学","3.05","利兹大学
University of Leeds","申请失败"
"南昌工程学院Nanchang Institute of Technology","84.37","拉夫堡大学
Loughborough University","申请成功"
"Tianjin University","3.04","伦敦大学国王学院
King’s College London","申请失败"
"衡阳市第八中学","90.2","墨尔本皇家理工大学
RMIT University","申请成功"
"江南大学","80.21","布里斯托大学
University of Bristol","申请失败"
"利物浦大学","71","爱丁堡大学
The University of Edinburgh","申请成功"
"","77.76","东英吉利大学
University of East Anglia","申请成功"
"威尔士三一圣大卫大学","申请时无海外学生成绩","萨塞克斯大学
University of Sussex","申请成功"
"厦门理工学院","85.11","约克大学
University of York","申请成功"
"塔拉理工学院","3.4","布里斯托大学
University of Bristol","申请成功"
"中国石油大学","87","利兹大学
University of Leeds","申请成功"
"南京大学金陵学院","4","卡迪夫大学
Cardiff University","申请成功"
"四川农业大学Sichuan Agricultural University","3.61","利兹大学
University of Leeds","申请成功"
"澳门科技大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"暨南大学","3.5","澳大利亚国立大学
The Australian National University","申请成功"
"上海外国语大学","3.21","兰卡斯特大学
Lancaster University","申请成功"
"中山大学新华学院","79.59","东英吉利大学
University of East Anglia","申请成功"
"华南理工大学","3.78","林肯大学
Lincoln University","申请成功"
"安徽师范大学","3.8","利兹大学
University of Leeds","申请失败"
"中国政法大学","84","爱丁堡大学
The University of Edinburgh","申请成功"
"杭州师范大学","3.33","约克大学
University of York","申请成功"
"江南大学","3.07","利兹大学
University of Leeds","申请成功"
"四川师范大学","76.9","曼彻斯特大学
The University of Manchester","申请失败"
"南京林业大学南方学院","84.86","伯明翰大学
University of Birmingham","申请失败"
"德蒙福特大学","申请时无均分成绩","布里斯托大学
University of Bristol","申请成功"
"湖南大学","84.16","伦敦大学国王学院
King’s College London","申请成功"
"山西财经大学","80","曼彻斯特大学
The University of Manchester","申请成功"
"","85","伦敦大学国王学院
King’s College London","申请失败"
"中央民族大学","87","悉尼大学
The University of Sydney","申请成功"
"哈尔滨工业大学","80","莫纳什大学
Monash University","申请成功"
"山东财经大学","82.79","格拉斯哥大学
University of Glasgow","申请失败"
"浙江大学","3.6","伦敦大学国王学院
King’s College London","申请失败"
"北京师范大学-香港浸会大学联合国际学院","3.15","伦敦大学国王学院
King’s College London","申请失败"
"南京审计学院","3.74","谢菲尔德大学
The University of Sheffield","申请失败"
"朴次茅斯大学","申请时无海外学生成绩","萨塞克斯大学
University of Sussex","申请成功"
"Hunan University","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请成功"
"首都师范大学","3.24","伦敦大学国王学院
King’s College London","申请失败"
"天津商业大学","79","莱斯特大学
University of Leicester","申请成功"
